,,▲,スーパー（店長）,・競合店のオープン以降、来客数がじわじわと減ってきている。夜間の売上が大きい日曜日の落ち込みが特に目立っており、この状況は当面続きそうである。,,
,,▲,スーパー（総務担当）,・円高傾向のため、株価が低迷している。自然災害も増えており、景気は下降傾向にある。,,
,,▲,コンビニ（エリア担当）,・震災需要や人口増加の勢いは既にない。この先も人口が増加するような外的要因はない。,,
,,▲,コンビニ（店長）,・気温に比例して来客数も落ちてくる。競合店も増え続けており、経営は徐々に厳しくなっていくだろう。,,
,,▲,衣料品専門店（経営者）,・残暑の影響や、これからの秋物のファッショントレンドが購買意欲を掻き立てるものではないなど、消費マインドを下げる要因が多い。,,
,,▲,衣料品専門店（店長）,・10月にかけて残暑が続く予報がでている。そのため、秋物商戦の立ち遅れが、冬物商戦にも悪影響を及ぼすことを懸念している。,,
,,▲,乗用車販売店（店長）,・地域柄、10月以降は販売量が減少するため、冬季の景気は悪化するとみている。,,
,,▲,住関連専門店（経営者）,・受注生産であり、現在の受注量が少し乏しい状況であることから、徐々に悪くなっていく見込みとなっている。経営努力で受注が取れる可能性もあるが、現状ではなかなか厳しい。,,
,,▲,住関連専門店（経営者）,・消費者の傾向として、商品の小型化がある。そのため、金額的に大幅な売上増とはいかず、むしろ減少になるとみている。,,
,,▲,住関連専門店（経営者）,・景気が良くなるような要素が見当たらない。,,
,,▲,その他専門店［酒］（経営者）,・今月は人のにぎわいや物の動きがあったが、あくまでも一過性のものに過ぎず、景気が良くなったわけではない。先行きについては不安の方が大きい。景気が良くなっているとメディアでは報じられているが、地方においてはそのような実感はない。,,
,,▲,その他専門店［靴］（従業員）,・残暑が続く見込みであるが、夏物のセールは今一つである。また、気温や天候に影響されるため、秋物の投入時期を見極めることが難しい。,,
,,▲,その他専門店［ガソリンスタンド］（営業担当）,・今後は円安傾向の予想もあり、製品コストの上昇や、値上げに伴う需要減少を懸念している。,,
,,▲,一般レストラン（経営者）,・飲食業は天候に大きく左右されるため、台風や天候があまり良くない時は客足が鈍り、売上も減少する。この先も同様の状態が続くのではないか。,,
