,,▲,住関連専門店（経営者）,販売量の動き,・受注生産をしている。受注残が繁忙期より少なくなってきているため、少し厳しい状況が続いている。,
,,▲,その他専門店［酒］（経営者）,来客数の動き,・来客数は都市部で若干戻っているものの、地方は常連客のみとなっている。一般店頭販売は全体的に前年を割っている状況だが、商品によって明暗が分かれる傾向が見受けられる。,
,,▲,その他専門店［靴］（従業員）,販売量の動き,・割引品や値引き品はよく売れるが、それ以外の商品は値上げもあり、動きが鈍い。,
,,▲,高級レストラン（経営者）,お客様の様子,・新型コロナウイルスの感染状況は収束しているものの、大人数の客が戻ってきているわけではなく低迷している。,
,,▲,高級レストラン（スタッフ）,来客数の動き,・物価高を受けて来客数は鈍くなっている。依然として新型コロナウイルス感染症を気にしている人も多くいる。,
,,▲,一般レストラン（経営者）,来客数の動き,・予約数、来客数が少ないのは相変わらずである。コロナ禍で飲食のスタイルが変わったようで、歓送迎会などが少なくなっている。,
,,▲,旅行代理店（従業員）,販売量の動き,・今月の新規予約状況は国内個人、団体共に前月の新規申込状況とほぼ変わらず、水準は低い状況である。海外は依然として鈍化している。物価高の影響で旅行を控える消費者も出始めており、売上も前月より悪化している。,
,,▲,通信会社（経営者）,お客様の様子,・物価高など客を取り巻く環境の変化により、通信サービスの新規加入者数に大きくブレーキが掛かっている。新型コロナウイルスの新規感染者数は夏以降減少傾向にあるが、新型コロナウイルス感染症の影響で売上が下がり解約した飲食店などは、いまだに営業状況が戻らないため、店舗での営業用テレビサービスに再加入することもない。解約者の微増傾向が続いている。,
,,▲,通信会社（営業担当）,お客様の様子,・物価高騰により政府は24年ぶりに為替介入を行ったが、年末まで効果が持続する補償はない。消費者の間では貯蓄が徐々に浸透しており、投資を控える傾向が強いため、景気はやや悪くなっている。,
,,▲,通信会社（営業担当）,単価の動き,・原油価格の高騰や円安による各種物価の上昇が継続している。消費者の生活を圧迫しており、景気が悪くなっている。,
,,▲,通信会社（営業担当）,お客様の様子,・原材料価格の高騰や円安による景気後退の影響が大きくなっている。,
,,×,一般小売店［医薬品］（経営者）,販売量の動き,・今まで新型コロナウイルス感染症対策商品として非常に売行きが良かった抗原検査キットや消毒用アルコール、マスクなどの動きがピタッと止まっている。,
,,×,スーパー（経営者）,単価の動き,・９月の平均１品単価は前年比で約４％上昇している。買上点数は前年比６％強の減少である。買上点数ほどではないが、来客数も引き続き減少が続いている。客単価は前年比ではやや増加している。来店回数が確実に減少している上、買上点数も減っており、厳しい消費状況が続いている。,
