,,▲,職業安定所（職員）,・自己都合離職者の減少などを受け、求職者数は徐々に沈静化する傾向にあるが、事業主に積極的な求人への意欲が見られない。,
,,▲,職業安定所（職員）,・イラク情勢や北朝鮮問題などで、企業経営者の多くは、今年度前半は消費が低迷すると見ている。そのため雇用問題も今の状況から改善されない。,
,,×,アウトソーシング企業（社員）,・市町村の合併による客数の減少と、それに伴う競争の激化、場合によっては赤字を出しても受託しなければならない局面が出てくるため、悪くなる。,
,,×,求人情報誌製作会社（編集者）,・戦争が長引くかもしれない。,
,,,,,
　３．北関東（地域別調査機関：（財）日本経済研究所）,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,
"家計
動向
関連

(北関東)",,◎,－,－,
,,○,一般小売店［金物］（経営者）,・農作業の活動が増えてくる､下水道工事の予定が入っている等、周りに仕事の兆しがみえているので、やや上向く。,
,,○,一般レストラン（経営者）,・会社関係の需要は望めないが、家族連れ、個人の動きが良くなってきている分、上向きにつながっていく。,
,,○,通信会社（社員）,・機能が充実したカメラ付の新機種を１月末に２機種、３月に１機種発売したことにより、第三世代携帯電話への移行が急激に増加し、在庫切れの状態になっている。この状態は当分続くので活気が出てくる。,
,,○,住宅販売会社（経営者）,・住宅取得時のローン控除の条件が年内入居であることから、契約を早める客が出て、やや良くなる。,
,,□,商店街（代表者）,・通常であれば人が動き、買い回り品、最寄品などの商品販売に結びつく時期となるが、イラク情勢により、総じて変わらない。,
,,□,一般小売店［精肉］（経営者）,・選挙、勤め着、入学等、いろいろ費用がかかるので、その分消費を控えている。イラク情勢の影響もあり、景気の回復はまだ見込めない。,
,,□,百貨店（販売促進担当）,・食品から衣料品まで幅広い百貨店の取扱商品の中で、売上好調な商品群が特に見当たらないほど、全体的に低調である。,
,,□,スーパー（店長）,・競合店が価格で勝負してくる状況下でも、収益を考えると価格ばかりの商売はできず、今の苦しい戦いが続く。,
,,□,スーパー（統括）,・消費者の生活防衛意識の高まりを抑える要因は見当たらない。県内の基幹産業であるＩＴ関連のうち、ＤＶＤや携帯電話関連で一部転換はみられるものの、完全な復調はみえず、当面は横ばいである。イラク情勢の長期化は、商品原価の高騰を招き、消費意欲が減退する恐れもある。,
,,□,コンビニ（経営者）,・ベースアップも厳しい中、商品の選別も一層厳しくなる傾向にあり、それを上回るマーチャンダイジング、基本の見直しが必要である。,
,,□,コンビニ（経営者）,・イラク情勢により、石油等が値上がりするので、景気は良くならない。,
,,□,コンビニ（店長）,・値引き商品に対する客の動きは、大分良くなってきている。安ければ買うということで、客の購買意欲は若干出てきており、この傾向は今後も変わらない。,
