,,×,スーパー（経営者）,お客様の様子,・物価高により客の財布のひもは非常に固くなっている。夕方の値引き商品を目指してくる客が増加している。,
,,×,コンビニ（経営者）,来客数の動き,・来客数は昼と夜の時間帯はそれなりだが、朝が大分悪い。これまで朝の時間帯に来ていた建設関係の人たちの動きが少ないことが売上の低下につながっているとみている。,
,,×,コンビニ（経営者）,それ以外,・光熱費が下がらないまま最低賃金が上がり、経営が非常に厳しい。さらに、今月から除雪代の支払が始まっているため、赤字の店舗が増えている。,
,,×,一般レストラン（経営者）,お客様の様子,・法人、組合などの会合や家族の祝い事での予約や来店が軒並み減っている。客からは生活費が上がり過ぎているという話を聞く。,
"企業
動向
関連

(東北)",,◎,－,－,－,
,,○,食料品製造業（製造担当）,受注量や販売量の動き,・前年の全国旅行支援による特需をカバーできるか懸念していたが、インバウンドや団体客等の集客で飲食店は好調を維持している。出歩いて買物するようになったため、売上の流れは通販から実店舗に変わっている。,
,,○,輸送用機械器具製造業（経営者）,取引先の様子,・以前より引き合いがあった設備の売上増加に加え、急ぎ案件の受注もあり、当月は動きが活発になっている。,
,,○,建設業（従業員）,受注量や販売量の動き,・受注は堅調に推移している。工期内の完工を目指し工事は忙しい時期を迎えている。,
,,○,その他非製造業［飲食料品卸売業］（経理担当）,受注量や販売量の動き,・前月に引き続きカップ麺の動きが良い。気温も下がり季節商材の動きも良くなっている。,
,,□,農林水産業（従業者）,受注量や販売量の動き,・りんごの販売が始まったが、おおむね想定の範囲内の受注量である。,
,,□,食料品製造業（営業担当）,受注量や販売量の動き,・販売量の前年割れが続いている。景気がやや悪い状況に変わりはない。,
,,□,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・選挙関連の仕事等は増えているが、広告収入は厳しい状況である。,
,,□,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・ペーパーレス化の進展による受注量の減少を、価格転嫁など販売価格を上げることで補っており、売上は横ばいを維持している。,
,,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・商談件数は徐々に増えているが、なかなか決定には至らず、受注量は３か月前と変わっていない。,
,,□,電気機械器具製造業（企画担当）,取引先の様子,・半導体関連顧客において、設備投資計画の後ろ倒しが継続しており、回復の見込みがない。,
,,□,建設業（従業員）,受注量や販売量の動き,・資材高騰が続いているため、受注に結び付かないことが多い。,
,,□,輸送業（経営者）,受注量や販売量の動き,・今年の１月から10月まで毎月の売上が前年を下回る状況が続いている。物の動きが非常に悪くなっている。,
